CookerStat, GenerateAssetRegistry=0.031412, Initialize=0.139955, RunGuid=RunIDA47B705E4EE79405E062EA9F0CDF5CD1
SavePackageTransactionIdE89CC5024CA7D50084F1598D832E2BC9_0, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/SoulOrb_BP.uasset, AutoPackageBackupDelegate=41.466949, FlushAsyncLoading=0.011507, FlushStreamingFunc=0.081483, BlockTillAllRequestsFinished=0.005908, ResetLoadersForSaveUnMarkAllObjects=0.147730, TagPackageExports=10.201983, BeginCacheForCookedPlatformData=0.004042, SerializeImports=11.979390, GatherLocalizableTextData=9.250920, MarkNames=0.077438, SerializeSummary=0.017419, SerializeNames=0.337131, SerializeGatherableTextData=0.086147, BuildExportMap=0.256583, SortExportsNonSeekfree=1.332667, SortExportsSeekfreeConstructor=0.068422, SortExportsSeekfreeInner=16.213444, SortExportsSeekfree=0.007465, BuildDependencyMap=0.104498, SerializeImportMap=0.024881, SerializeExportMap=0.060648, SerializeDependencyMap=0.011507, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.321159, SerializeExports=15.191477, SerializeBulkData=0.024568, MoveFile=3.290147, UnaccountedTime=1.710855, RunGuid=RunIDA47B705E4EE79405E062EA9F0CDF5CD1
SavePackageTransactionIdE89CC5024CA7D50084F1598D832E2BC9_1, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Sprites/Textures/Soul_Orb_Shatter2.uasset, AutoPackageBackupDelegate=0.114761, FlushAsyncLoading=0.003733, FlushStreamingFunc=0.075888, BlockTillAllRequestsFinished=0.005595, ResetLoadersForSaveUnMarkAllObjects=0.100456, TagPackageExports=0.014614, BeginCacheForCookedPlatformData=0.001244, SerializeImports=0.759792, GatherLocalizableTextData=0.035767, MarkNames=0.008710, SerializeSummary=0.010885, SerializeNames=0.018969, SerializeGatherableTextData=0.001244, BuildExportMap=0.060335, SortExportsNonSeekfree=0.003111, SortExportsSeekfreeConstructor=0.060026, SortExportsSeekfreeInner=0.257205, SortExportsSeekfree=0.003107, BuildDependencyMap=0.008088, SerializeImportMap=0.007153, SerializeExportMap=0.004664, SerializeDependencyMap=0.000931, SerializeStringAssetReferenceMap=0.001553, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.830683, SerializeExports=0.136532, SerializeBulkData=0.004977, MoveFile=2.441097, UnaccountedTime=1.598582, RunGuid=RunIDA47B705E4EE79405E062EA9F0CDF5CD1
SavePackageTransactionIdE89CC5024CA7D50084F1598D832E2BC9_2, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/OrbReticle_BP.uasset, AutoPackageBackupDelegate=48.388729, FlushAsyncLoading=0.011820, FlushStreamingFunc=0.106364, BlockTillAllRequestsFinished=0.006840, ResetLoadersForSaveUnMarkAllObjects=0.142444, TagPackageExports=19.010958, BeginCacheForCookedPlatformData=0.006221, SerializeImports=23.072716, GatherLocalizableTextData=14.233261, MarkNames=0.125024, SerializeSummary=0.018038, SerializeNames=0.478331, SerializeGatherableTextData=0.111341, BuildExportMap=0.331845, SortExportsNonSeekfree=3.213949, SortExportsSeekfreeConstructor=0.084907, SortExportsSeekfreeInner=25.255680, SortExportsSeekfree=0.008084, BuildDependencyMap=0.167944, SerializeImportMap=0.027057, SerializeExportMap=0.111029, SerializeDependencyMap=0.029858, SerializeStringAssetReferenceMap=0.003733, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.401598, SerializeExports=27.829889, SerializeBulkData=0.010576, MoveFile=3.361061, UnaccountedTime=1.686282, RunGuid=RunIDA47B705E4EE79405E062EA9F0CDF5CD1
SavePackageTransactionIdE89CC5024CA7D50084F1598D832E2BC9_3, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/OrbReticle_BP.uasset, AutoPackageBackupDelegate=38.356560, FlushAsyncLoading=0.005599, FlushStreamingFunc=0.111651, BlockTillAllRequestsFinished=0.004664, ResetLoadersForSaveUnMarkAllObjects=0.104189, TagPackageExports=20.356377, BeginCacheForCookedPlatformData=0.006843, SerializeImports=22.272806, GatherLocalizableTextData=13.986011, MarkNames=0.123158, SerializeSummary=0.020213, SerializeNames=0.451583, SerializeGatherableTextData=0.147730, BuildExportMap=0.371031, SortExportsNonSeekfree=3.215820, SortExportsSeekfreeConstructor=0.064377, SortExportsSeekfreeInner=26.816626, SortExportsSeekfree=0.007778, BuildDependencyMap=0.169497, SerializeImportMap=0.026438, SerializeExportMap=0.112895, SerializeDependencyMap=0.023324, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.435498, SerializeExports=27.998146, SerializeBulkData=0.010572, MoveFile=3.523406, UnaccountedTime=1.649894, RunGuid=RunIDA47B705E4EE79405E062EA9F0CDF5CD1
SavePackageTransactionIdE89CC5024CA7D50084F1598D832E2BC9_4, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/OrbReticle_BP.uasset, AutoPackageBackupDelegate=37.908089, FlushAsyncLoading=0.005599, FlushStreamingFunc=0.058159, BlockTillAllRequestsFinished=0.005286, ResetLoadersForSaveUnMarkAllObjects=0.108544, TagPackageExports=20.857721, BeginCacheForCookedPlatformData=0.005595, SerializeImports=21.715481, GatherLocalizableTextData=14.659964, MarkNames=0.117250, SerializeSummary=0.016794, SerializeNames=0.467755, SerializeGatherableTextData=0.121918, BuildExportMap=0.353616, SortExportsNonSeekfree=3.429789, SortExportsSeekfreeConstructor=0.067800, SortExportsSeekfreeInner=27.001987, SortExportsSeekfree=0.006840, BuildDependencyMap=0.172921, SerializeImportMap=0.026748, SerializeExportMap=0.114139, SerializeDependencyMap=0.025500, SerializeStringAssetReferenceMap=0.002179, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.407197, SerializeExports=29.108442, SerializeBulkData=0.011507, MoveFile=3.620125, UnaccountedTime=1.690328, RunGuid=RunIDA47B705E4EE79405E062EA9F0CDF5CD1
SavePackageTransactionIdE89CC5024CA7D50084F1598D832E2BC9_5, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/OrbReticle_BP.uasset, AutoPackageBackupDelegate=37.622581, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.087082, BlockTillAllRequestsFinished=0.005908, ResetLoadersForSaveUnMarkAllObjects=0.112586, TagPackageExports=20.808580, BeginCacheForCookedPlatformData=0.005908, SerializeImports=23.089823, GatherLocalizableTextData=14.441635, MarkNames=0.116006, SerializeSummary=0.016175, SerializeNames=0.446294, SerializeGatherableTextData=0.112277, BuildExportMap=0.354856, SortExportsNonSeekfree=3.393404, SortExportsSeekfreeConstructor=0.064690, SortExportsSeekfreeInner=27.464144, SortExportsSeekfree=0.008397, BuildDependencyMap=0.185985, SerializeImportMap=0.027370, SerializeExportMap=0.113517, SerializeDependencyMap=0.024259, SerializeStringAssetReferenceMap=0.002179, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.681196, SerializeExports=28.602741, SerializeBulkData=0.010885, MoveFile=3.814816, UnaccountedTime=0.250984, RunGuid=RunIDA47B705E4EE79405E062EA9F0CDF5CD1
SavePackageTransactionIdE89CC5024CA7D50084F1598D832E2BC9_6, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/OrbReticle_BP.uasset, AutoPackageBackupDelegate=38.060482, FlushAsyncLoading=0.005912, FlushStreamingFunc=0.033274, BlockTillAllRequestsFinished=0.004355, ResetLoadersForSaveUnMarkAllObjects=0.102632, TagPackageExports=20.321236, BeginCacheForCookedPlatformData=0.006840, SerializeImports=23.373154, GatherLocalizableTextData=14.561996, MarkNames=0.091124, SerializeSummary=0.015862, SerializeNames=0.311628, SerializeGatherableTextData=0.139020, BuildExportMap=0.274621, SortExportsNonSeekfree=2.871841, SortExportsSeekfreeConstructor=0.068735, SortExportsSeekfreeInner=27.600363, SortExportsSeekfree=0.007775, BuildDependencyMap=0.157993, SerializeImportMap=0.021461, SerializeExportMap=0.093922, SerializeDependencyMap=0.020217, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.148438, SerializeExports=29.943497, SerializeBulkData=0.011507, MoveFile=3.386252, UnaccountedTime=1.486618, RunGuid=RunIDA47B705E4EE79405E062EA9F0CDF5CD1
SavePackageTransactionIdE89CC5024CA7D50084F1598D832E2BC9_7, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/OrbReticle_BP.uasset, AutoPackageBackupDelegate=38.031246, FlushAsyncLoading=0.005599, FlushStreamingFunc=0.125024, BlockTillAllRequestsFinished=0.005912, ResetLoadersForSaveUnMarkAllObjects=0.121601, TagPackageExports=21.186769, BeginCacheForCookedPlatformData=0.005599, SerializeImports=23.333651, GatherLocalizableTextData=15.056190, MarkNames=0.115383, SerializeSummary=0.016794, SerializeNames=0.453450, SerializeGatherableTextData=0.134353, BuildExportMap=0.356417, SortExportsNonSeekfree=3.453426, SortExportsSeekfreeConstructor=0.068735, SortExportsSeekfreeInner=27.381413, SortExportsSeekfree=0.008401, BuildDependencyMap=0.219882, SerializeImportMap=0.027679, SerializeExportMap=0.118185, SerializeDependencyMap=0.084285, SerializeStringAssetReferenceMap=0.003733, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.633922, SerializeExports=29.862013, SerializeBulkData=0.011817, MoveFile=3.641896, UnaccountedTime=1.630303, RunGuid=RunIDA47B705E4EE79405E062EA9F0CDF5CD1
SavePackageTransactionIdE89CC5024CA7D50084F1598D832E2BC9_8, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/OrbReticle_BP.uasset, AutoPackageBackupDelegate=38.884342, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.109784, BlockTillAllRequestsFinished=0.004977, ResetLoadersForSaveUnMarkAllObjects=0.106677, TagPackageExports=21.446146, BeginCacheForCookedPlatformData=0.005912, SerializeImports=22.473715, GatherLocalizableTextData=15.513678, MarkNames=0.118494, SerializeSummary=0.016797, SerializeNames=0.450648, SerializeGatherableTextData=0.136845, BuildExportMap=0.378806, SortExportsNonSeekfree=3.536157, SortExportsSeekfreeConstructor=0.068732, SortExportsSeekfreeInner=27.704552, SortExportsSeekfree=0.007775, BuildDependencyMap=0.173856, SerializeImportMap=0.027061, SerializeExportMap=0.115070, SerializeDependencyMap=0.023328, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.669688, SerializeExports=29.643063, SerializeBulkData=0.010572, MoveFile=3.477376, UnaccountedTime=1.642432, RunGuid=RunIDA47B705E4EE79405E062EA9F0CDF5CD1
SavePackageTransactionIdE89CC5024CA7D50084F1598D832E2BC9_9, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/OrbReticle_BP.uasset, AutoPackageBackupDelegate=38.773312, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.083663, BlockTillAllRequestsFinished=0.004664, ResetLoadersForSaveUnMarkAllObjects=0.103567, TagPackageExports=20.162306, BeginCacheForCookedPlatformData=0.006534, SerializeImports=22.108902, GatherLocalizableTextData=15.415092, MarkNames=0.118494, SerializeSummary=0.016794, SerializeNames=0.463713, SerializeGatherableTextData=0.136223, BuildExportMap=0.351436, SortExportsNonSeekfree=3.410820, SortExportsSeekfreeConstructor=0.063758, SortExportsSeekfreeInner=27.999699, SortExportsSeekfree=0.007462, BuildDependencyMap=0.180695, SerializeImportMap=0.027061, SerializeExportMap=0.113517, SerializeDependencyMap=0.043541, SerializeStringAssetReferenceMap=0.002179, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.534401, SerializeExports=29.043749, SerializeBulkData=0.010885, MoveFile=3.677975, UnaccountedTime=0.248495, RunGuid=RunIDA47B705E4EE79405E062EA9F0CDF5CD1
SavePackageTransactionIdE89CC5024CA7D50084F1598D832E2BC9_10, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/OrbReticle_BP.uasset, AutoPackageBackupDelegate=38.220650, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.080865, BlockTillAllRequestsFinished=0.004973, ResetLoadersForSaveUnMarkAllObjects=0.104502, TagPackageExports=21.066099, BeginCacheForCookedPlatformData=0.006530, SerializeImports=23.148912, GatherLocalizableTextData=15.202362, MarkNames=0.112895, SerializeSummary=0.017416, SerializeNames=0.469308, SerializeGatherableTextData=0.135913, BuildExportMap=0.359524, SortExportsNonSeekfree=3.409263, SortExportsSeekfreeConstructor=0.063136, SortExportsSeekfreeInner=26.654282, SortExportsSeekfree=0.007775, BuildDependencyMap=0.171985, SerializeImportMap=0.026125, SerializeExportMap=0.113830, SerializeDependencyMap=0.022706, SerializeStringAssetReferenceMap=0.002176, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.477799, SerializeExports=28.339941, SerializeBulkData=0.011194, MoveFile=3.594935, UnaccountedTime=1.648962, RunGuid=RunIDA47B705E4EE79405E062EA9F0CDF5CD1
