CookerStat, GenerateAssetRegistry=0.042297, Initialize=12.687572, RunGuid=RunID3D03CDA6445E27DB2CD6059DAC686E6E
SavePackageTransactionIdE24727E94FFE24DFCAB8EC9EDFB037DC_0, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Levels/UEDPCOverworldLevel.umap, AutoPackageBackupDelegate=89.866051, FlushAsyncLoading=0.011507, FlushStreamingFunc=0.097658, BlockTillAllRequestsFinished=0.007153, ResetLoadersForSaveUnMarkAllObjects=165.663971, TagPackageExports=10.129217, BeginCacheForCookedPlatformData=0.006221, SerializeImports=12.834363, GatherLocalizableTextData=14.000334, MarkNames=0.125960, SerializeSummary=0.023015, SerializeNames=0.592470, SerializeGatherableTextData=0.083972, BuildExportMap=0.451893, SortExportsNonSeekfree=1.732625, SortExportsSeekfreeConstructor=0.081796, SortExportsSeekfreeInner=30.226238, SortExportsSeekfree=0.008710, BuildDependencyMap=0.208374, SerializeImportMap=0.064690, SerializeExportMap=0.066865, SerializeDependencyMap=0.016481, SerializeStringAssetReferenceMap=0.002179, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.022795, SerializeExports=15.560660, SerializeBulkData=3.081467, MoveFile=3.330894, UnaccountedTime=0.231702, RunGuid=RunID3D03CDA6445E27DB2CD6059DAC686E6E
SavePackageTransactionIdE24727E94FFE24DFCAB8EC9EDFB037DC_1, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Levels/UEDPCOverworldLevel.umap, AutoPackageBackupDelegate=38.851425, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.097346, BlockTillAllRequestsFinished=0.006221, ResetLoadersForSaveUnMarkAllObjects=56.943684, TagPackageExports=9.801414, BeginCacheForCookedPlatformData=0.004042, SerializeImports=11.643517, GatherLocalizableTextData=14.201242, MarkNames=0.112273, SerializeSummary=0.017419, SerializeNames=0.563234, SerializeGatherableTextData=0.079930, BuildExportMap=0.431679, SortExportsNonSeekfree=1.702458, SortExportsSeekfreeConstructor=0.064068, SortExportsSeekfreeInner=29.298504, SortExportsSeekfree=0.009950, BuildDependencyMap=0.217084, SerializeImportMap=0.052560, SerializeExportMap=0.066869, SerializeDependencyMap=0.013061, SerializeStringAssetReferenceMap=0.002179, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.889374, SerializeExports=14.963523, SerializeBulkData=2.539690, MoveFile=6.889134, UnaccountedTime=0.280529, RunGuid=RunID3D03CDA6445E27DB2CD6059DAC686E6E
SavePackageTransactionIdE24727E94FFE24DFCAB8EC9EDFB037DC_2, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Levels/UEDPCOverworldLevel.umap, AutoPackageBackupDelegate=37.885742, FlushAsyncLoading=0.005290, FlushStreamingFunc=0.059400, BlockTillAllRequestsFinished=0.004668, ResetLoadersForSaveUnMarkAllObjects=55.498123, TagPackageExports=10.338213, BeginCacheForCookedPlatformData=0.006843, SerializeImports=12.142058, GatherLocalizableTextData=14.061913, MarkNames=0.116318, SerializeSummary=0.018660, SerializeNames=0.553906, SerializeGatherableTextData=0.082418, BuildExportMap=0.513472, SortExportsNonSeekfree=1.757506, SortExportsSeekfreeConstructor=0.069354, SortExportsSeekfreeInner=30.295595, SortExportsSeekfree=0.008088, BuildDependencyMap=0.204954, SerializeImportMap=0.080861, SerializeExportMap=0.090502, SerializeDependencyMap=0.013061, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.061982, SerializeExports=15.376855, SerializeBulkData=3.505684, MoveFile=4.294708, UnaccountedTime=0.228282, RunGuid=RunID3D03CDA6445E27DB2CD6059DAC686E6E
SavePackageTransactionIdE24727E94FFE24DFCAB8EC9EDFB037DC_3, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/OrbPatterns/OrbPattern_Sluagh1_BP.uasset, AutoPackageBackupDelegate=58.031593, FlushAsyncLoading=0.011507, FlushStreamingFunc=0.113208, BlockTillAllRequestsFinished=0.006530, ResetLoadersForSaveUnMarkAllObjects=0.127513, TagPackageExports=30.364635, BeginCacheForCookedPlatformData=0.006530, SerializeImports=32.198345, GatherLocalizableTextData=19.216557, MarkNames=1.905236, SerializeSummary=0.019904, SerializeNames=0.460912, SerializeGatherableTextData=0.205576, BuildExportMap=0.476778, SortExportsNonSeekfree=5.168017, SortExportsSeekfreeConstructor=0.085529, SortExportsSeekfreeInner=35.710556, SortExportsSeekfree=0.008397, BuildDependencyMap=0.218637, SerializeImportMap=0.028614, SerializeExportMap=0.135288, SerializeDependencyMap=0.039808, SerializeStringAssetReferenceMap=0.003111, SaveThumbNailsAssetRegistryDataWorldLevelInfo=21.621271, SerializeExports=39.366142, SerializeBulkData=0.011817, MoveFile=4.135784, UnaccountedTime=1.844276, RunGuid=RunID3D03CDA6445E27DB2CD6059DAC686E6E
SavePackageTransactionIdE24727E94FFE24DFCAB8EC9EDFB037DC_4, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Levels/UEDPCOverworldLevel.umap, AutoPackageBackupDelegate=38.060219, FlushAsyncLoading=0.005599, FlushStreamingFunc=0.088014, BlockTillAllRequestsFinished=0.006530, ResetLoadersForSaveUnMarkAllObjects=76.907288, TagPackageExports=10.448311, BeginCacheForCookedPlatformData=0.005599, SerializeImports=12.448092, GatherLocalizableTextData=14.218971, MarkNames=0.120360, SerializeSummary=0.018973, SerializeNames=0.555150, SerializeGatherableTextData=0.085216, BuildExportMap=0.447541, SortExportsNonSeekfree=1.735110, SortExportsSeekfreeConstructor=0.064690, SortExportsSeekfreeInner=30.263252, SortExportsSeekfree=0.008397, BuildDependencyMap=3.130917, SerializeImportMap=0.063136, SerializeExportMap=0.066865, SerializeDependencyMap=0.022084, SerializeStringAssetReferenceMap=0.006218, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.478112, SerializeExports=16.229328, SerializeBulkData=2.840746, MoveFile=3.567260, UnaccountedTime=0.221439, RunGuid=RunID3D03CDA6445E27DB2CD6059DAC686E6E
SavePackageTransactionIdE24727E94FFE24DFCAB8EC9EDFB037DC_5, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/OrbPatterns/OrbPattern_Sluagh1_BP.uasset, AutoPackageBackupDelegate=38.131439, FlushAsyncLoading=0.005599, FlushStreamingFunc=0.059400, BlockTillAllRequestsFinished=0.005912, ResetLoadersForSaveUnMarkAllObjects=0.110406, TagPackageExports=30.166216, BeginCacheForCookedPlatformData=0.006530, SerializeImports=33.333210, GatherLocalizableTextData=18.950026, MarkNames=0.138089, SerializeSummary=0.017416, SerializeNames=0.362635, SerializeGatherableTextData=0.187539, BuildExportMap=0.371963, SortExportsNonSeekfree=4.905529, SortExportsSeekfreeConstructor=0.070289, SortExportsSeekfreeInner=34.131565, SortExportsSeekfree=0.009023, BuildDependencyMap=0.229832, SerializeImportMap=0.028301, SerializeExportMap=0.133734, SerializeDependencyMap=0.025816, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.673717, SerializeExports=41.053360, SerializeBulkData=0.011507, MoveFile=4.107479, UnaccountedTime=1.824062, RunGuid=RunID3D03CDA6445E27DB2CD6059DAC686E6E
SavePackageTransactionIdE24727E94FFE24DFCAB8EC9EDFB037DC_6, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Levels/UEDPCOverworldLevel.umap, AutoPackageBackupDelegate=38.688766, FlushAsyncLoading=0.005595, FlushStreamingFunc=0.061579, BlockTillAllRequestsFinished=0.006843, ResetLoadersForSaveUnMarkAllObjects=78.143547, TagPackageExports=10.516424, BeginCacheForCookedPlatformData=0.006843, SerializeImports=12.626611, GatherLocalizableTextData=15.214506, MarkNames=0.127513, SerializeSummary=0.019904, SerializeNames=0.561681, SerializeGatherableTextData=0.117872, BuildExportMap=0.446610, SortExportsNonSeekfree=1.800422, SortExportsSeekfreeConstructor=0.089884, SortExportsSeekfreeInner=32.670448, SortExportsSeekfree=0.009019, BuildDependencyMap=0.924006, SerializeImportMap=0.052564, SerializeExportMap=0.065930, SerializeDependencyMap=0.013683, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.335671, SerializeExports=15.379962, SerializeBulkData=2.441723, MoveFile=3.671449, UnaccountedTime=0.227660, RunGuid=RunID3D03CDA6445E27DB2CD6059DAC686E6E
SavePackageTransactionIdE24727E94FFE24DFCAB8EC9EDFB037DC_7, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/OrbPatterns/OrbPattern_Sluagh1_BP.uasset, AutoPackageBackupDelegate=38.165962, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.096101, BlockTillAllRequestsFinished=0.005908, ResetLoadersForSaveUnMarkAllObjects=0.113208, TagPackageExports=29.979921, BeginCacheForCookedPlatformData=0.007775, SerializeImports=32.496288, GatherLocalizableTextData=18.681936, MarkNames=0.134043, SerializeSummary=0.016484, SerializeNames=0.370409, SerializeGatherableTextData=0.186604, BuildExportMap=0.368234, SortExportsNonSeekfree=4.879717, SortExportsSeekfreeConstructor=0.068732, SortExportsSeekfreeInner=34.602741, SortExportsSeekfree=0.008710, BuildDependencyMap=0.233255, SerializeImportMap=0.027057, SerializeExportMap=0.133112, SerializeDependencyMap=0.039186, SerializeStringAssetReferenceMap=0.002801, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.200783, SerializeExports=38.658909, SerializeBulkData=0.011507, MoveFile=3.987744, UnaccountedTime=1.736980, RunGuid=RunID3D03CDA6445E27DB2CD6059DAC686E6E
SavePackageTransactionIdE24727E94FFE24DFCAB8EC9EDFB037DC_8, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/OrbPatterns/OrbPattern_BP.uasset, AutoPackageBackupDelegate=50.385773, FlushAsyncLoading=0.011820, FlushStreamingFunc=0.077751, BlockTillAllRequestsFinished=0.006221, ResetLoadersForSaveUnMarkAllObjects=0.153638, TagPackageExports=43.462738, BeginCacheForCookedPlatformData=0.006840, SerializeImports=48.093025, GatherLocalizableTextData=28.569187, MarkNames=1.869161, SerializeSummary=0.022702, SerializeNames=0.432614, SerializeGatherableTextData=0.255648, BuildExportMap=0.437897, SortExportsNonSeekfree=7.304646, SortExportsSeekfreeConstructor=0.073396, SortExportsSeekfreeInner=48.279942, SortExportsSeekfree=0.009019, BuildDependencyMap=0.316918, SerializeImportMap=0.028614, SerializeExportMap=0.208061, SerializeDependencyMap=0.042919, SerializeStringAssetReferenceMap=0.003733, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.782368, SerializeExports=57.818867, SerializeBulkData=0.013061, MoveFile=4.526410, UnaccountedTime=1.643367, RunGuid=RunID3D03CDA6445E27DB2CD6059DAC686E6E
SavePackageTransactionIdE24727E94FFE24DFCAB8EC9EDFB037DC_9, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Levels/UEDPCOverworldLevel.umap, AutoPackageBackupDelegate=39.543102, FlushAsyncLoading=0.009641, FlushStreamingFunc=0.055358, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=78.018517, TagPackageExports=9.992685, BeginCacheForCookedPlatformData=0.004977, SerializeImports=11.586289, GatherLocalizableTextData=13.926000, MarkNames=0.104502, SerializeSummary=0.016481, SerializeNames=0.574123, SerializeGatherableTextData=0.079617, BuildExportMap=0.425771, SortExportsNonSeekfree=1.732003, SortExportsSeekfreeConstructor=0.059091, SortExportsSeekfreeInner=29.651188, SortExportsSeekfree=0.006840, BuildDependencyMap=0.994917, SerializeImportMap=0.054739, SerializeExportMap=0.083350, SerializeDependencyMap=0.013683, SerializeStringAssetReferenceMap=0.002179, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.979254, SerializeExports=14.782518, SerializeBulkData=2.851941, MoveFile=3.123764, UnaccountedTime=0.209618, RunGuid=RunID3D03CDA6445E27DB2CD6059DAC686E6E
SavePackageTransactionIdE24727E94FFE24DFCAB8EC9EDFB037DC_10, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/SoulOrbs/SoulOrb_BP.uasset, AutoPackageBackupDelegate=38.763721, FlushAsyncLoading=0.009641, FlushStreamingFunc=0.108540, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=0.120983, TagPackageExports=9.287633, BeginCacheForCookedPlatformData=0.004973, SerializeImports=11.367030, GatherLocalizableTextData=7.874098, MarkNames=0.078686, SerializeSummary=0.015240, SerializeNames=0.359215, SerializeGatherableTextData=0.084594, BuildExportMap=0.249118, SortExportsNonSeekfree=1.442142, SortExportsSeekfreeConstructor=0.062827, SortExportsSeekfreeInner=15.209530, SortExportsSeekfree=0.007153, BuildDependencyMap=0.095483, SerializeImportMap=0.021771, SerializeExportMap=0.059091, SerializeDependencyMap=0.034831, SerializeStringAssetReferenceMap=0.002801, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.373719, SerializeExports=13.211307, SerializeBulkData=0.010576, MoveFile=32.837151, UnaccountedTime=1.624703, RunGuid=RunID3D03CDA6445E27DB2CD6059DAC686E6E
