CookerStat, GenerateAssetRegistry=0.024568, Initialize=0.135288, RunGuid=RunID54C0B8B247ADAF12AD548C926CD67B0F
SavePackageTransactionId2B8F83F846C70EC7142B3CBA7BA2D66B_0, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Levels/UEDPCOverworldLevel.umap, AutoPackageBackupDelegate=45.442924, FlushAsyncLoading=0.011820, FlushStreamingFunc=0.074018, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=62.344650, TagPackageExports=10.272593, BeginCacheForCookedPlatformData=0.006218, SerializeImports=11.354588, GatherLocalizableTextData=14.321294, MarkNames=0.112586, SerializeSummary=0.022393, SerializeNames=0.518452, SerializeGatherableTextData=0.082105, BuildExportMap=0.386581, SortExportsNonSeekfree=1.762483, SortExportsSeekfreeConstructor=0.074331, SortExportsSeekfreeInner=28.065044, SortExportsSeekfree=0.008710, BuildDependencyMap=2.537202, SerializeImportMap=0.070289, SerializeExportMap=0.068109, SerializeDependencyMap=0.025816, SerializeStringAssetReferenceMap=0.006221, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.632990, SerializeExports=15.247476, SerializeBulkData=3.193118, MoveFile=3.399320, UnaccountedTime=0.228900, RunGuid=RunID54C0B8B247ADAF12AD548C926CD67B0F
SavePackageTransactionId2B8F83F846C70EC7142B3CBA7BA2D66B_1, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/OrbReticle/OrbReticle_Sprite.uasset, AutoPackageBackupDelegate=0.109788, FlushAsyncLoading=0.003733, FlushStreamingFunc=0.027366, BlockTillAllRequestsFinished=0.003424, ResetLoadersForSaveUnMarkAllObjects=0.090502, TagPackageExports=0.026438, BeginCacheForCookedPlatformData=0.001553, SerializeImports=0.774719, GatherLocalizableTextData=0.142444, MarkNames=0.006530, SerializeSummary=0.010885, SerializeNames=0.046030, SerializeGatherableTextData=0.001553, BuildExportMap=0.016175, SortExportsNonSeekfree=0.004664, SortExportsSeekfreeConstructor=0.058159, SortExportsSeekfreeInner=0.567898, SortExportsSeekfree=0.003111, BuildDependencyMap=0.006843, SerializeImportMap=0.006840, SerializeExportMap=0.005290, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001244, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.004632, SerializeExports=0.238232, SerializeBulkData=0.005908, MoveFile=2.517298, UnaccountedTime=1.615997, RunGuid=RunID54C0B8B247ADAF12AD548C926CD67B0F
SavePackageTransactionId2B8F83F846C70EC7142B3CBA7BA2D66B_2, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/OrbReticle_BP.uasset, AutoPackageBackupDelegate=44.390472, FlushAsyncLoading=0.016484, FlushStreamingFunc=0.058781, BlockTillAllRequestsFinished=0.005908, ResetLoadersForSaveUnMarkAllObjects=0.125337, TagPackageExports=28.298922, BeginCacheForCookedPlatformData=0.006843, SerializeImports=29.441565, GatherLocalizableTextData=19.088425, MarkNames=0.262801, SerializeSummary=0.021148, SerializeNames=0.492014, SerializeGatherableTextData=0.174787, BuildExportMap=0.362325, SortExportsNonSeekfree=4.472293, SortExportsSeekfreeConstructor=0.011820, SortExportsSeekfreeInner=34.944851, SortExportsSeekfree=0.008397, BuildDependencyMap=0.281464, SerializeImportMap=0.029858, SerializeExportMap=0.138085, SerializeDependencyMap=0.029545, SerializeStringAssetReferenceMap=0.002798, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.115880, SerializeExports=38.801971, SerializeBulkData=0.012752, MoveFile=3.901284, UnaccountedTime=1.876313, RunGuid=RunID54C0B8B247ADAF12AD548C926CD67B0F
SavePackageTransactionId2B8F83F846C70EC7142B3CBA7BA2D66B_3, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Levels/UEDPCOverworldLevel.umap, AutoPackageBackupDelegate=38.746300, FlushAsyncLoading=0.005599, FlushStreamingFunc=0.054426, BlockTillAllRequestsFinished=0.005908, ResetLoadersForSaveUnMarkAllObjects=78.104668, TagPackageExports=9.931728, BeginCacheForCookedPlatformData=0.004664, SerializeImports=11.956390, GatherLocalizableTextData=13.848562, MarkNames=0.105742, SerializeSummary=0.019904, SerializeNames=0.511609, SerializeGatherableTextData=0.083972, BuildExportMap=0.402130, SortExportsNonSeekfree=1.816601, SortExportsSeekfreeConstructor=0.076197, SortExportsSeekfreeInner=28.023680, SortExportsSeekfree=0.007153, BuildDependencyMap=0.874866, SerializeImportMap=0.048827, SerializeExportMap=0.066556, SerializeDependencyMap=0.017416, SerializeStringAssetReferenceMap=0.002798, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.995426, SerializeExports=14.558904, SerializeBulkData=2.434883, MoveFile=3.255941, UnaccountedTime=0.355173, RunGuid=RunID54C0B8B247ADAF12AD548C926CD67B0F
SavePackageTransactionId2B8F83F846C70EC7142B3CBA7BA2D66B_4, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Levels/UEDPCOverworldLevel.umap, AutoPackageBackupDelegate=37.775646, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.055980, BlockTillAllRequestsFinished=0.004664, ResetLoadersForSaveUnMarkAllObjects=77.416100, TagPackageExports=10.610659, BeginCacheForCookedPlatformData=0.004977, SerializeImports=11.469040, GatherLocalizableTextData=14.258471, MarkNames=0.111651, SerializeSummary=0.019904, SerializeNames=0.525914, SerializeGatherableTextData=0.084907, BuildExportMap=0.411775, SortExportsNonSeekfree=1.652695, SortExportsSeekfreeConstructor=0.064377, SortExportsSeekfreeInner=29.978369, SortExportsSeekfree=0.006218, BuildDependencyMap=1.996361, SerializeImportMap=0.057537, SerializeExportMap=0.069667, SerializeDependencyMap=0.017107, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.004135, SerializeExports=15.238766, SerializeBulkData=2.464738, MoveFile=3.270872, UnaccountedTime=0.276484, RunGuid=RunID54C0B8B247ADAF12AD548C926CD67B0F
SavePackageTransactionId2B8F83F846C70EC7142B3CBA7BA2D66B_5, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Levels/OverworldLevel.umap, AutoPackageBackupDelegate=38.862621, FlushAsyncLoading=0.005595, FlushStreamingFunc=0.102323, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=80.651512, TagPackageExports=10.814369, BeginCacheForCookedPlatformData=0.006530, SerializeImports=12.239095, GatherLocalizableTextData=15.118096, MarkNames=0.113830, SerializeSummary=0.019904, SerializeNames=0.520937, SerializeGatherableTextData=0.129692, BuildExportMap=0.427637, SortExportsNonSeekfree=2.004445, SortExportsSeekfreeConstructor=0.085529, SortExportsSeekfreeInner=31.636038, SortExportsSeekfree=0.008088, BuildDependencyMap=2.824884, SerializeImportMap=0.076197, SerializeExportMap=0.068732, SerializeDependencyMap=0.017729, SerializeStringAssetReferenceMap=0.002798, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.084065, SerializeExports=16.067293, SerializeBulkData=2.614643, MoveFile=3.315344, UnaccountedTime=1.866668, RunGuid=RunID54C0B8B247ADAF12AD548C926CD67B0F
SavePackageTransactionId2B8F83F846C70EC7142B3CBA7BA2D66B_6, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/OrbReticle_BP.uasset, AutoPackageBackupDelegate=38.334839, FlushAsyncLoading=0.006221, FlushStreamingFunc=0.057224, BlockTillAllRequestsFinished=0.005290, ResetLoadersForSaveUnMarkAllObjects=0.108540, TagPackageExports=27.857605, BeginCacheForCookedPlatformData=0.006840, SerializeImports=30.831463, GatherLocalizableTextData=19.876827, MarkNames=0.147108, SerializeSummary=0.018351, SerializeNames=0.486415, SerializeGatherableTextData=0.153948, BuildExportMap=0.380985, SortExportsNonSeekfree=4.456744, SortExportsSeekfreeConstructor=0.076510, SortExportsSeekfreeInner=36.593506, SortExportsSeekfree=0.008710, BuildDependencyMap=0.244763, SerializeImportMap=0.028923, SerializeExportMap=0.135288, SerializeDependencyMap=0.029854, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.230441, SerializeExports=40.177250, SerializeBulkData=0.012130, MoveFile=3.894441, UnaccountedTime=1.866672, RunGuid=RunID54C0B8B247ADAF12AD548C926CD67B0F
SavePackageTransactionId2B8F83F846C70EC7142B3CBA7BA2D66B_7, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Levels/UEDPCOverworldLevel.umap, AutoPackageBackupDelegate=38.425034, FlushAsyncLoading=0.006530, FlushStreamingFunc=0.065934, BlockTillAllRequestsFinished=0.006221, ResetLoadersForSaveUnMarkAllObjects=77.970627, TagPackageExports=10.260463, BeginCacheForCookedPlatformData=0.005290, SerializeImports=12.044091, GatherLocalizableTextData=14.656872, MarkNames=0.110719, SerializeSummary=0.018660, SerializeNames=0.524983, SerializeGatherableTextData=0.082728, BuildExportMap=0.417061, SortExportsNonSeekfree=1.653008, SortExportsSeekfreeConstructor=0.065312, SortExportsSeekfreeInner=31.640705, SortExportsSeekfree=0.007775, BuildDependencyMap=2.131648, SerializeImportMap=0.067491, SerializeExportMap=0.067800, SerializeDependencyMap=0.016794, SerializeStringAssetReferenceMap=0.002798, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.105836, SerializeExports=14.887329, SerializeBulkData=2.686173, MoveFile=3.430728, UnaccountedTime=0.297010, RunGuid=RunID54C0B8B247ADAF12AD548C926CD67B0F
SavePackageTransactionId2B8F83F846C70EC7142B3CBA7BA2D66B_8, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/OrbReticle_BP.uasset, AutoPackageBackupDelegate=38.394241, FlushAsyncLoading=0.005599, FlushStreamingFunc=0.061266, BlockTillAllRequestsFinished=0.005290, ResetLoadersForSaveUnMarkAllObjects=0.108227, TagPackageExports=27.798203, BeginCacheForCookedPlatformData=0.006840, SerializeImports=31.324722, GatherLocalizableTextData=18.931053, MarkNames=0.139643, SerializeSummary=0.017725, SerializeNames=0.498857, SerializeGatherableTextData=0.149906, BuildExportMap=0.359837, SortExportsNonSeekfree=4.184611, SortExportsSeekfreeConstructor=0.086460, SortExportsSeekfreeInner=37.591843, SortExportsSeekfree=0.009019, BuildDependencyMap=0.232946, SerializeImportMap=0.028923, SerializeExportMap=0.140887, SerializeDependencyMap=0.029858, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.182854, SerializeExports=39.489613, SerializeBulkData=0.011817, MoveFile=3.793053, UnaccountedTime=1.880042, RunGuid=RunID54C0B8B247ADAF12AD548C926CD67B0F
SavePackageTransactionId2B8F83F846C70EC7142B3CBA7BA2D66B_9, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Levels/UEDPCOverworldLevel.umap, AutoPackageBackupDelegate=38.709293, FlushAsyncLoading=0.005595, FlushStreamingFunc=0.094548, BlockTillAllRequestsFinished=0.006221, ResetLoadersForSaveUnMarkAllObjects=77.412674, TagPackageExports=10.853555, BeginCacheForCookedPlatformData=0.008710, SerializeImports=12.796734, GatherLocalizableTextData=14.492348, MarkNames=0.108540, SerializeSummary=0.018660, SerializeNames=0.519384, SerializeGatherableTextData=0.087395, BuildExportMap=0.424836, SortExportsNonSeekfree=1.667935, SortExportsSeekfreeConstructor=0.065621, SortExportsSeekfreeInner=35.100357, SortExportsSeekfree=0.008710, BuildDependencyMap=2.166793, SerializeImportMap=0.080239, SerializeExportMap=0.067491, SerializeDependencyMap=0.018042, SerializeStringAssetReferenceMap=0.002798, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.182964, SerializeExports=15.501257, SerializeBulkData=3.268384, MoveFile=3.139622, UnaccountedTime=0.286128, RunGuid=RunID54C0B8B247ADAF12AD548C926CD67B0F
SavePackageTransactionId2B8F83F846C70EC7142B3CBA7BA2D66B_10, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/OrbReticle_BP.uasset, AutoPackageBackupDelegate=38.177155, FlushAsyncLoading=0.006221, FlushStreamingFunc=0.137467, BlockTillAllRequestsFinished=0.006221, ResetLoadersForSaveUnMarkAllObjects=0.125956, TagPackageExports=27.755592, BeginCacheForCookedPlatformData=0.007153, SerializeImports=30.486553, GatherLocalizableTextData=19.233040, MarkNames=0.142444, SerializeSummary=0.017725, SerializeNames=0.509743, SerializeGatherableTextData=0.154883, BuildExportMap=0.381917, SortExportsNonSeekfree=4.231263, SortExportsSeekfreeConstructor=0.077754, SortExportsSeekfreeInner=36.100555, SortExportsSeekfree=0.008710, BuildDependencyMap=0.230458, SerializeImportMap=0.029236, SerializeExportMap=0.134978, SerializeDependencyMap=0.029854, SerializeStringAssetReferenceMap=0.002801, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.236968, SerializeExports=39.594730, SerializeBulkData=0.011507, MoveFile=3.684823, UnaccountedTime=1.713030, RunGuid=RunID54C0B8B247ADAF12AD548C926CD67B0F
