CookerStat, GenerateAssetRegistry=0.032034, Initialize=0.148971, RunGuid=RunID411262DD4DD7371CDDB79E97318E468D
SavePackageTransactionIdEF33357542B592BF2EEDE89DD4AD6743_0, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Levels/UEDPCOverworldLevel.umap, AutoPackageBackupDelegate=30.990046, FlushAsyncLoading=0.015240, FlushStreamingFunc=0.066243, BlockTillAllRequestsFinished=0.011198, ResetLoadersForSaveUnMarkAllObjects=918.887329, TagPackageExports=65.220482, BeginCacheForCookedPlatformData=0.006530, SerializeImports=68.599892, GatherLocalizableTextData=41.345360, MarkNames=0.771299, SerializeSummary=0.026125, SerializeNames=0.557013, SerializeGatherableTextData=0.284884, BuildExportMap=0.531822, SortExportsNonSeekfree=11.429843, SortExportsSeekfreeConstructor=0.096723, SortExportsSeekfreeInner=88.504066, SortExportsSeekfree=0.009641, BuildDependencyMap=0.610508, SerializeImportMap=0.055362, SerializeExportMap=0.222057, SerializeDependencyMap=0.069976, SerializeStringAssetReferenceMap=0.003424, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.586518, SerializeExports=84.849731, SerializeBulkData=2.701100, MoveFile=4.266094, UnaccountedTime=0.983715, RunGuid=RunID411262DD4DD7371CDDB79E97318E468D
SavePackageTransactionIdEF33357542B592BF2EEDE89DD4AD6743_1, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Levels/UEDPCOverworldLevel.umap, AutoPackageBackupDelegate=29.964655, FlushAsyncLoading=0.013683, FlushStreamingFunc=0.062823, BlockTillAllRequestsFinished=0.007465, ResetLoadersForSaveUnMarkAllObjects=144.010849, TagPackageExports=65.876083, BeginCacheForCookedPlatformData=0.006530, SerializeImports=67.791580, GatherLocalizableTextData=41.690891, MarkNames=0.233877, SerializeSummary=0.019904, SerializeNames=0.634145, SerializeGatherableTextData=0.279594, BuildExportMap=0.616107, SortExportsNonSeekfree=10.682180, SortExportsSeekfreeConstructor=0.077751, SortExportsSeekfreeInner=91.449928, SortExportsSeekfree=0.010576, BuildDependencyMap=2.113607, SerializeImportMap=0.061888, SerializeExportMap=0.245698, SerializeDependencyMap=0.083659, SerializeStringAssetReferenceMap=0.047274, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.412869, SerializeExports=82.100731, SerializeBulkData=2.621174, MoveFile=4.395470, UnaccountedTime=0.387207, RunGuid=RunID411262DD4DD7371CDDB79E97318E468D
SavePackageTransactionIdEF33357542B592BF2EEDE89DD4AD6743_2, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Levels/UEDPCOverworldLevel.umap, AutoPackageBackupDelegate=26.858307, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.077754, BlockTillAllRequestsFinished=0.006218, ResetLoadersForSaveUnMarkAllObjects=142.456741, TagPackageExports=64.549637, BeginCacheForCookedPlatformData=0.007462, SerializeImports=70.342468, GatherLocalizableTextData=42.536827, MarkNames=0.232946, SerializeSummary=0.022389, SerializeNames=0.650942, SerializeGatherableTextData=0.272751, BuildExportMap=0.643786, SortExportsNonSeekfree=10.676894, SortExportsSeekfreeConstructor=0.081483, SortExportsSeekfreeInner=90.834450, SortExportsSeekfree=0.009019, BuildDependencyMap=1.462046, SerializeImportMap=0.065934, SerializeExportMap=0.266224, SerializeDependencyMap=0.055671, SerializeStringAssetReferenceMap=0.004355, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.149443, SerializeExports=84.801208, SerializeBulkData=3.031392, MoveFile=4.230015, UnaccountedTime=0.352681, RunGuid=RunID411262DD4DD7371CDDB79E97318E468D
SavePackageTransactionIdEF33357542B592BF2EEDE89DD4AD6743_3, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Levels/UEDPCOverworldLevel.umap, AutoPackageBackupDelegate=26.501585, FlushAsyncLoading=0.005599, FlushStreamingFunc=0.051938, BlockTillAllRequestsFinished=0.006530, ResetLoadersForSaveUnMarkAllObjects=171.809647, TagPackageExports=66.165634, BeginCacheForCookedPlatformData=0.006534, SerializeImports=66.750015, GatherLocalizableTextData=43.373436, MarkNames=0.269022, SerializeSummary=0.021148, SerializeNames=0.635702, SerializeGatherableTextData=0.283327, BuildExportMap=0.640985, SortExportsNonSeekfree=10.861322, SortExportsSeekfreeConstructor=0.072155, SortExportsSeekfreeInner=89.472237, SortExportsSeekfree=0.009641, BuildDependencyMap=0.689194, SerializeImportMap=0.068113, SerializeExportMap=0.245072, SerializeDependencyMap=0.079621, SerializeStringAssetReferenceMap=0.004664, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.074490, SerializeExports=88.884430, SerializeBulkData=2.894547, MoveFile=4.042789, UnaccountedTime=0.345841, RunGuid=RunID411262DD4DD7371CDDB79E97318E468D
SavePackageTransactionIdEF33357542B592BF2EEDE89DD4AD6743_4, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattleGameMode_BP.uasset, AutoPackageBackupDelegate=28.080572, FlushAsyncLoading=0.009641, FlushStreamingFunc=0.094235, BlockTillAllRequestsFinished=0.006530, ResetLoadersForSaveUnMarkAllObjects=0.163279, TagPackageExports=1.894347, BeginCacheForCookedPlatformData=0.002798, SerializeImports=2.742157, GatherLocalizableTextData=2.246097, MarkNames=0.024568, SerializeSummary=0.012130, SerializeNames=0.134356, SerializeGatherableTextData=0.097346, BuildExportMap=0.111341, SortExportsNonSeekfree=0.166077, SortExportsSeekfreeConstructor=0.053495, SortExportsSeekfreeInner=6.214865, SortExportsSeekfree=0.005908, BuildDependencyMap=0.030790, SerializeImportMap=0.013061, SerializeExportMap=0.016175, SerializeDependencyMap=0.003733, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.389691, SerializeExports=2.702348, SerializeBulkData=0.006530, MoveFile=2.957683, UnaccountedTime=1.603242, RunGuid=RunID411262DD4DD7371CDDB79E97318E468D
SavePackageTransactionIdEF33357542B592BF2EEDE89DD4AD6743_5, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattleGameMode_BP.uasset, AutoPackageBackupDelegate=26.326488, FlushAsyncLoading=0.005286, FlushStreamingFunc=0.143375, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=0.162035, TagPackageExports=2.030570, BeginCacheForCookedPlatformData=0.002485, SerializeImports=3.126249, GatherLocalizableTextData=2.662227, MarkNames=0.027679, SerializeSummary=0.012442, SerializeNames=0.134356, SerializeGatherableTextData=0.165142, BuildExportMap=0.134978, SortExportsNonSeekfree=0.236366, SortExportsSeekfreeConstructor=0.056293, SortExportsSeekfreeInner=6.635658, SortExportsSeekfree=0.004042, BuildDependencyMap=0.034522, SerializeImportMap=0.013065, SerializeExportMap=0.020526, SerializeDependencyMap=0.004355, SerializeStringAssetReferenceMap=0.001553, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.438523, SerializeExports=3.403354, SerializeBulkData=0.006530, MoveFile=3.332447, UnaccountedTime=1.557525, RunGuid=RunID411262DD4DD7371CDDB79E97318E468D
SavePackageTransactionIdEF33357542B592BF2EEDE89DD4AD6743_6, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Levels/UEDPCOverworldLevel.umap, AutoPackageBackupDelegate=28.960411, FlushAsyncLoading=0.013061, FlushStreamingFunc=0.098590, BlockTillAllRequestsFinished=0.006530, ResetLoadersForSaveUnMarkAllObjects=179.068253, TagPackageExports=65.305702, BeginCacheForCookedPlatformData=0.007462, SerializeImports=70.130051, GatherLocalizableTextData=42.186634, MarkNames=1.042809, SerializeSummary=0.024255, SerializeNames=0.729937, SerializeGatherableTextData=0.311319, BuildExportMap=0.639740, SortExportsNonSeekfree=10.806273, SortExportsSeekfreeConstructor=0.081174, SortExportsSeekfreeInner=93.792442, SortExportsSeekfree=0.009019, BuildDependencyMap=0.690125, SerializeImportMap=0.069667, SerializeExportMap=0.245072, SerializeDependencyMap=0.054426, SerializeStringAssetReferenceMap=0.002798, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.325165, SerializeExports=90.125969, SerializeBulkData=2.925340, MoveFile=4.193317, UnaccountedTime=0.450648, RunGuid=RunID411262DD4DD7371CDDB79E97318E468D
SavePackageTransactionIdEF33357542B592BF2EEDE89DD4AD6743_7, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattleGameMode_BP.uasset, AutoPackageBackupDelegate=26.316534, FlushAsyncLoading=0.005595, FlushStreamingFunc=0.118807, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=0.112582, TagPackageExports=2.087172, BeginCacheForCookedPlatformData=0.002485, SerializeImports=3.302280, GatherLocalizableTextData=2.643567, MarkNames=0.027679, SerializeSummary=0.014927, SerializeNames=0.134978, SerializeGatherableTextData=0.140887, BuildExportMap=0.126582, SortExportsNonSeekfree=0.238229, SortExportsSeekfreeConstructor=0.008401, SortExportsSeekfreeInner=6.710611, SortExportsSeekfree=0.004355, BuildDependencyMap=0.033896, SerializeImportMap=0.012439, SerializeExportMap=0.019282, SerializeDependencyMap=0.004042, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.417683, SerializeExports=3.269311, SerializeBulkData=0.005599, MoveFile=3.023930, UnaccountedTime=1.519270, RunGuid=RunID411262DD4DD7371CDDB79E97318E468D
SavePackageTransactionIdEF33357542B592BF2EEDE89DD4AD6743_8, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Levels/UEDPCOverworldLevel.umap, AutoPackageBackupDelegate=26.120291, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.100143, BlockTillAllRequestsFinished=0.006221, ResetLoadersForSaveUnMarkAllObjects=168.369583, TagPackageExports=64.730019, BeginCacheForCookedPlatformData=0.007153, SerializeImports=69.561211, GatherLocalizableTextData=43.413246, MarkNames=0.264667, SerializeSummary=0.020526, SerializeNames=0.639431, SerializeGatherableTextData=0.281461, BuildExportMap=0.647832, SortExportsNonSeekfree=10.637395, SortExportsSeekfreeConstructor=0.072464, SortExportsSeekfreeInner=89.669411, SortExportsSeekfree=0.009328, BuildDependencyMap=0.677377, SerializeImportMap=0.061579, SerializeExportMap=0.271197, SerializeDependencyMap=0.053182, SerializeStringAssetReferenceMap=0.002798, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.980255, SerializeExports=84.992485, SerializeBulkData=2.966702, MoveFile=4.137024, UnaccountedTime=0.358902, RunGuid=RunID411262DD4DD7371CDDB79E97318E468D
SavePackageTransactionIdEF33357542B592BF2EEDE89DD4AD6743_9, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Levels/OverworldLevel.umap, AutoPackageBackupDelegate=38.549397, FlushAsyncLoading=0.005912, FlushStreamingFunc=0.078995, BlockTillAllRequestsFinished=0.004664, ResetLoadersForSaveUnMarkAllObjects=176.337921, TagPackageExports=64.971672, BeginCacheForCookedPlatformData=0.007153, SerializeImports=72.348152, GatherLocalizableTextData=46.628445, MarkNames=0.324067, SerializeSummary=0.039190, SerializeNames=0.929289, SerializeGatherableTextData=0.398092, BuildExportMap=0.959147, SortExportsNonSeekfree=11.460941, SortExportsSeekfreeConstructor=0.162348, SortExportsSeekfreeInner=95.953011, SortExportsSeekfree=0.009645, BuildDependencyMap=0.701632, SerializeImportMap=0.077132, SerializeExportMap=0.260003, SerializeDependencyMap=0.054739, SerializeStringAssetReferenceMap=0.002798, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.341023, SerializeExports=84.344658, SerializeBulkData=3.999866, MoveFile=4.049007, UnaccountedTime=0.344906, RunGuid=RunID411262DD4DD7371CDDB79E97318E468D
SavePackageTransactionIdEF33357542B592BF2EEDE89DD4AD6743_10, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattleGameMode_BP.uasset, AutoPackageBackupDelegate=27.735043, FlushAsyncLoading=0.008706, FlushStreamingFunc=0.101078, BlockTillAllRequestsFinished=0.006843, ResetLoadersForSaveUnMarkAllObjects=0.126269, TagPackageExports=2.547775, BeginCacheForCookedPlatformData=0.003420, SerializeImports=3.599912, GatherLocalizableTextData=2.331004, MarkNames=0.028301, SerializeSummary=0.013687, SerializeNames=0.231698, SerializeGatherableTextData=0.048209, BuildExportMap=0.123467, SortExportsNonSeekfree=0.302613, SortExportsSeekfreeConstructor=0.063132, SortExportsSeekfreeInner=7.064540, SortExportsSeekfree=0.004977, BuildDependencyMap=0.038564, SerializeImportMap=0.013370, SerializeExportMap=0.021148, SerializeDependencyMap=0.004355, SerializeStringAssetReferenceMap=0.001553, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.480197, SerializeExports=3.811397, SerializeBulkData=0.007156, MoveFile=3.095150, UnaccountedTime=1.590181, RunGuid=RunID411262DD4DD7371CDDB79E97318E468D
